spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
Girl You're So Together,Michael Jackson,1984,19,191733,0,0,1,0,0,0,0,0,0
Satan Kingsize,Elena,2001,0,237633,0,0,0,0,0,0,0,0,0
River Run,Michael Gettel,1992,3,452200,0,0,1,0,0,0,0,0,0
Introduction,Fort Minor,2005,28,43400,0,1,1,0,0,0,0,0,0
So Damn High - Christian Fritz Remix,Ruby Isle,2009,0,332053,0,0,0,0,0,0,0,0,0
Please Send Me Someone to Love,Percy Mayfield,2023,26,174994,0,0,1,1,0,0,1,0,0
Hoop Of Flame (I. Shiva - Part One),Mind Furniture,2009,0,390600,0,0,0,0,0,0,0,0,0
Visions,The Mystic Moods Orchestra,1972,6,209173,0,0,1,0,0,0,0,0,0
Like It Like That,A Tribe Called Quest,1998,47,166773,0,0,1,1,0,0,0,0,0
The Scenic Route,John Brown,2008,0,59968,0,0,0,0,0,0,0,0,0
Denise,Chico Hamilton,1979,8,463933,0,0,1,1,0,0,0,0,0
New Day Rising,VHS or Beta,2004,0,334133,0,0,0,0,0,0,0,0,0
Son los Años - Remastered,Orquesta Sublime,1961,0,174863,0,0,0,0,0,0,0,0,0
"Horse Doctor, Come Quick",Corb Lund,2009,22,235680,0,0,1,0,0,0,0,0,0
Vibrators,George Lopez,2009,10,330165,1,0,1,0,0,0,0,0,0
Tant que l'on s'aimera,Charles Aznavour,1960,2,147933,0,0,1,0,0,0,0,0,0
Bad Girl,Alice Stuart,2002,0,189946,0,0,0,0,0,0,0,0,0
Quitxalla,Gertrudis,2004,1,228226,0,1,1,0,0,0,0,1,0
Tamborera No. 6,Gran Coquivacoa,2008,0,173917,0,0,1,0,0,0,0,0,0
"Vem, Vem",Quinteto Violado,1997,3,173253,0,0,1,0,0,0,0,0,0
Radiation Blues,Dax Riggs,2007,24,152906,0,1,1,0,0,0,0,0,0
Would You Like,mr lab!,2008,0,285173,0,0,0,0,0,0,0,0,0
Give It,Helmet,1992,34,256933,0,1,1,0,0,0,0,0,0
Once Upon a Time,Antonio Koudele,1998,0,319440,0,0,0,0,0,0,0,0,0
Snakebit,Kris Kristofferson,1981,4,212680,0,1,1,0,0,0,0,0,0
妳的體溫,Vic Chou,2003,5,267920,0,0,1,0,0,0,0,0,0
She's Left Me Again,The Del McCoury Band,1999,2,172840,0,0,1,0,0,0,0,0,0
Jam Intro - Live,Joe Bonamassa,2005,8,201080,0,1,1,0,0,0,1,0,0
Change You or Change Me,Fabolous,2003,18,271666,1,0,1,0,0,0,0,0,0
Baggage,L7,1994,17,198760,0,1,1,0,0,0,0,0,0
Nada Mas,Mike Vax,2003,0,192960,0,0,0,0,0,0,0,0,0
Who's Tha Hoe,X-Raided,1992,8,159466,1,0,1,0,0,0,0,0,0
Who Do You Think You're Fooling,Hank Locklin,2022,0,167800,0,0,0,0,0,0,0,0,0
Abril En Portugal,Pérez Prado,1999,9,157840,0,0,1,0,0,0,0,0,0
Second Time Around,Rickie Lee Jones,1991,13,290066,0,0,1,0,0,0,0,0,0
Racine Dix-Neuvième De Huit-Quarts,Henri Pousseur,2010,0,1131066,0,0,0,0,0,1,0,0,0
I Just Don't Know What To Do With Myself,The Dells,1972,0,414573,0,0,0,0,0,0,0,0,0
Te Mentiría,Gian Marco,1998,49,227800,0,1,1,0,0,0,0,0,0
Sodding About,The Who,2021,6,171360,0,1,1,0,0,0,0,0,0
The Future Has Arrived,The All-American Rejects,2007,29,185533,0,1,1,0,0,0,0,0,0
Running Through My Dreams (Interlude),Marcus Miller,1995,3,87506,0,0,1,1,0,0,0,0,0
May The Good Lord Bless and Keep You,Jim Reeves,1967,37,156453,0,0,1,0,0,0,0,0,0
Standing On My Own,Agnostic Front,2001,5,105840,0,0,1,0,0,0,0,0,0
Let It Go (with tobymac & Sonny (of P.O.D.)),Kirk Franklin,2005,26,299866,0,0,1,0,0,0,0,0,0
Ride Wit Me,T-Bone,2001,14,234242,0,0,1,0,0,0,0,0,0
Les Rats,Ramses,2002,0,214360,0,0,0,0,0,0,0,0,0
Esquilo não samba,Móveis Coloniais de Acaju,2005,12,271533,0,1,1,0,0,0,0,1,0
Make That Money (Scrooge's Song),Alice Cooper,1982,11,209466,0,1,1,0,0,0,0,0,0
Vida Loca,DRS,2022,28,179251,1,0,1,0,0,0,0,0,0
Reason,Novembre,2006,5,450706,0,0,1,0,0,0,0,0,0
Assouf,Tinariwen,2006,14,238626,0,1,1,0,0,0,1,0,0
Fire,Diamond Rexx,2001,0,181333,1,0,0,0,0,0,0,0,0
Picture Book,Ray Davies,2009,7,151906,0,0,1,0,0,0,0,0,0
Consumers,45 Grave,1989,7,130666,0,1,1,0,0,0,0,0,0
Britney,Bebo Norman,2008,8,213600,0,1,1,0,0,0,0,0,0
To Leave The Building In Order To See What's Inside,Marygold,2003,0,227091,0,0,0,0,0,0,0,0,0
My Lady from South of Detroit,Cactus,1970,15,266400,0,1,1,0,0,0,1,0,0
Lost In Space,Hatiras,2006,1,295386,0,0,1,0,0,0,0,0,0
Beautiful One - Radio Edit,Terry Dexter,2008,0,238146,0,0,0,1,0,0,0,0,0
In The Void,Delta 9,2007,1,159760,0,0,1,0,0,0,0,0,0
El Jamaiquino,Poncho Sanchez,1992,3,339840,0,0,1,1,0,0,0,0,0
All the Rage,Funeral For A Friend,2005,37,217720,1,0,1,0,0,0,0,0,0
Lektion - Useful Things - Nützliche Redewendungen,Zebrabuch,2012,4,204906,0,0,1,0,0,0,0,0,0
Think That Love Was In Your Heart,Glen Ricks,1992,0,220400,0,1,0,0,0,0,0,0,0
St. Louis Blues - Remastered,Peggy Lee,1962,1,135906,0,0,1,1,0,0,0,0,0
Dans ces villes,Julie Zenatti,2004,0,227546,0,0,1,0,0,0,0,0,0
The Mojo Boogie,J.B. Lenoir,1979,18,137666,0,0,1,0,0,0,1,0,0
Rytmikone,J. Karjalainen & Mustat Lasit,1983,0,195066,0,1,0,0,0,0,0,0,0
Profecias,Vox Dei,1971,30,137351,0,1,1,0,0,0,0,0,0
Ahead By A Century,The Tragically Hip,1996,53,223133,0,1,1,0,0,0,0,1,0
Family Tree - Dirty,Naughty By Nature,2002,2,331960,0,0,1,0,0,0,0,0,0
Headlines,John Fogerty,1986,15,269306,0,1,1,0,0,0,1,0,0
Impromptu,Johnny Keating & All Stars,2005,0,177266,0,0,0,0,0,0,0,0,0
Laquelle des deux est la plus snob - Remastered 2004,Jacques Dutronc,2009,1,149653,0,0,1,0,0,0,0,0,0
Blue Cave,Steve Lloyd Smith,1999,0,404466,0,0,0,0,0,0,0,0,0
"Sangha the Outcast - Original Motion Picture Soundtrack ""Two Brothers""",Nick Ingman,2004,0,167293,0,0,0,0,0,0,0,0,0
Estas Listo,Juan Carlos Baglietto,1985,10,274933,0,1,1,0,0,0,0,0,0
Last Thursday (Call Me Crazy),Carolyn Arends,1997,0,204026,0,0,0,0,0,0,0,0,0
Something 'Bout Love,Lisa Lisa & Cult Jam,1985,3,302760,0,0,1,0,0,0,0,0,0
Dungeon Master,EPMD,1997,16,204453,0,0,1,0,0,0,0,0,0
Between Love & Hate,The Strokes,2003,49,196573,0,1,1,0,0,0,0,0,0
My Prerogative,Britney Spears,2004,52,213893,0,0,1,0,0,0,0,0,0
Near My Soul,The Sonics,2008,1,166760,0,1,1,0,0,0,0,0,0
Walking Through the Ghetto,Sugar Minott,2019,0,178640,0,1,0,0,0,0,0,0,0
Canción de Amor,2 minutos,1994,39,134120,0,1,1,0,0,0,0,0,0
Ol' Mother Earth,Tony Joe White,1973,14,187333,0,1,1,0,0,0,1,0,0
Endeka Para,Natasa Theodoridou,2009,25,254706,0,0,1,0,0,0,0,0,0
Niggas Die 4 Me,Drag-On,2000,33,232760,0,0,1,0,0,0,0,0,0
Tennessee Blues,Geoff Muldaur,1975,3,217880,0,0,1,0,0,0,0,0,0
Never-ending - Fock It Mix,Esion Jim,2003,1,439706,0,0,1,0,0,0,0,0,0
Galopera,Los Fabulosos,2008,2,170266,0,0,1,0,0,0,0,0,0
"Cancion De Cuna, Op. 49, No. 4 (Brahms)",Mariano Yanani,2003,11,124787,0,0,1,0,0,0,0,0,0
Haunted House,Gene Simmons,2014,20,156906,0,0,1,0,0,0,0,0,0
How Long,Joe Grushecky and the Houserockers,2024,1,308120,0,1,1,0,0,0,0,0,0
A Disconsolate Winter Landscape,Crematorium,2002,0,164466,0,0,0,0,0,0,0,0,0
Out in the Street - Live,UFO,1979,20,314266,0,1,1,0,0,0,0,0,0
Dubrovnic - Instrumental,Les Ogres De Barback,2005,5,212200,0,1,1,0,0,0,0,0,0
The Avenue,K-OS,2009,5,563906,0,0,1,0,0,0,0,0,0
You Were Only Fooling - New Mono-To-Stereo-Mix,Connie Francis,2024,5,138902,0,1,1,0,0,0,0,0,0
Donde Estas Corazon,Shakira,1995,63,231693,0,0,1,0,0,0,0,0,0
Down A Notch,Faking David,2006,0,169560,0,0,0,0,0,0,0,0,0
Unutmam,Basstürk,2007,1,259053,0,0,1,0,0,0,0,0,0
I've Come This Far by Faith,Mighty Clouds Of Joy,1977,0,136333,0,0,0,0,0,0,0,0,0
balada de la mariposa,María Elena Walsh,1974,0,209427,0,0,0,0,0,0,0,0,0
Soul Music,Curtis Mayfield,1976,12,241706,0,0,1,0,0,0,0,0,0
Amidar - original mix,Rui Da Silva,2006,0,490506,0,0,0,0,1,0,0,0,0
Lonesome To The Bone,Johnny Cash,1974,18,160506,0,1,1,0,0,0,0,0,0
124,Photek,1997,14,421133,0,0,1,0,0,0,0,0,0
Hollow Eyes - Beat The System Album Version,Petra,1985,16,243533,0,1,1,0,0,0,0,0,0
Gemini,The Night Flight Orchestra,2017,38,257746,0,1,1,0,0,0,0,0,0
Sous les chataigniers,Jean Ségurel,1987,0,143773,0,0,0,0,0,0,0,0,0
Like A Bird Pulling Up At A Worm,We Show Up On Radar,2010,0,195133,0,1,0,0,0,0,0,1,0
East (Patchwork Remix),The Rongetz Foundation,2008,1,310080,0,0,1,1,0,0,0,0,0
I Can't Help,Cocoa Tea,1998,1,237893,0,1,1,0,0,0,0,0,0
Chanson sous la pluie,Michèle Bernard,2010,0,193573,0,0,0,0,0,0,0,0,0
All Of This,blink-182,2003,44,280017,0,1,1,0,0,0,0,0,0
Buried Alive In The Blues - Live,Mike Bloomfield,1990,1,295906,0,1,1,0,0,0,1,0,0
Track 04,Pelt,2005,0,225986,0,1,0,0,0,0,0,0,0
Bad Creation,Vivian,2011,0,227706,0,0,0,0,0,0,0,0,0
A Whiter Shade of Pale,Annie Lennox,1995,54,316760,0,1,1,0,0,0,0,0,0
"Oh, the Joy That Came to Me",Sister Rosetta Tharpe,2020,0,88306,0,0,0,0,0,0,1,0,0
Going Out Tonight,HardNox,2009,0,202704,0,0,0,0,0,0,0,0,0
"Don't Start Me Crying Now - Live at The Rat, Boston, MA, May 14th, 1993",DMZ,2008,0,151906,0,1,0,0,0,0,0,0,0
Salsa pa tí,Perrocker,1997,0,304106,0,0,0,0,0,0,0,0,0
Don't Bogart...,Headhunter,2020,0,267920,0,0,0,0,0,0,0,0,0
Easy Life - Demo,Cockney Rejects,2011,0,184053,0,0,0,0,0,0,0,0,0
Mansion in the Sky,The Florida Boys,2009,0,117853,0,0,0,0,0,0,0,0,0
Principe Nino - Original,Orquesta Broadway,2006,0,421360,0,0,0,1,0,0,0,0,0
Studio Dialogue (1) - Reel 2,The Stooges,2005,0,34066,0,1,0,0,0,0,0,0,0
Sick 2 Think,WHY?,2005,3,118400,0,0,1,0,0,0,0,1,0
Touch The Sky,Kanye West,2005,72,236600,1,0,1,0,0,0,0,0,0
Love and happiness,Fred Chapellier,2010,0,464920,0,0,0,0,0,0,0,0,0
Casava Piece Riddim,Sly Dunbar,2006,0,225066,0,1,0,0,0,0,0,0,0
"Allez, Glissez !",Quadro Nuevo,2002,2,215253,0,0,1,0,0,0,0,0,0
Lagrima,Terry Muska,2011,6,112613,0,0,1,0,0,0,0,0,0
Oi! Oi! Oi!,Cockney Rejects,2011,37,204213,1,0,1,0,0,0,0,0,0
The One Piece Puzzle,Skyclad,2017,9,352453,0,0,1,0,0,0,0,0,0
What I've Got in Mind (Duett mit Billie Jo Spears) - Remixed 2019,Tom Astor,2019,24,164786,0,0,1,0,0,0,0,0,0
Miina ja Mikko markkinoilla,Esa Pakarinen,2008,1,119266,0,0,1,0,0,0,0,0,0
Mai,Loudermilk,2002,5,272066,0,0,1,0,0,0,0,0,0
Menssa,Loketo,2006,1,293600,0,0,1,0,0,0,0,0,0
Carrie's Theme,John Frizzell,2009,0,100773,0,0,0,0,0,0,0,0,0
Waiting for a Train - Live,John Sebastian,1971,3,169840,0,1,1,0,0,0,0,0,0
Bazooka,Pat Travers & Carmine Appice,2006,2,221933,0,0,1,0,0,0,0,0,0
Cry Like An Angel,Shawn Colvin,1989,13,290106,0,0,1,0,0,0,0,0,0
Bass Fanactiks,DJ Phiene,2009,0,241193,0,0,0,0,0,0,0,0,0
"4 Ernste Gesänge, Op. 121: I. Denn es gehet dem Menschen",Johannes Brahms,2001,2,277000,0,0,1,0,0,1,0,0,0
Black Night,Halfway to Gone,2004,3,209933,0,1,1,0,0,0,0,0,0
Now And Forever,Call To Preserve,2006,0,166840,0,0,0,0,0,0,0,0,0
Make It Funky,Information Society,1988,16,68360,0,0,1,0,0,0,0,0,0
I Could Be Dreaming,Belle and Sebastian,1996,27,356200,0,1,1,0,0,0,0,1,0
Soaked In Cinnamon,Ultimate Fakebook,2000,11,183266,0,0,1,0,0,0,0,0,0
Slap U Around,Gwar,1994,16,159693,1,0,1,0,0,0,0,0,0
Lets Go Amigos (Tail),Johnny Pearson,1970,0,19973,0,0,0,0,0,0,0,0,0
Guardian Angel,Broadcast,1983,0,302533,0,0,0,0,0,0,0,0,0
Bourrée des Monts d'Aubrac,Jean Ségurel,1979,0,184066,0,0,0,0,0,0,0,0,0
La Mamá De Jimmy,León Gieco,2009,25,218960,0,1,1,0,0,0,0,0,0
Morning,Poncho Sanchez,1998,5,353666,0,0,1,1,0,0,0,0,0
Walk in the Park,Audio Pyper,2009,0,405800,0,0,0,0,0,0,0,0,0
Bing,Bonham,1992,7,288200,0,1,1,0,0,0,0,0,0
"Stereophonic Presentation - Kokoro, Pt. 5",Roger Reynolds,2004,0,313867,0,0,0,0,0,1,0,0,0
Operation Love,Mark Ashley,2008,1,190760,0,0,1,0,0,0,0,0,0
Only If You Live There,Oliver Lake Quintet,2000,0,419773,0,0,0,0,0,0,0,0,0
Waterfall,David Arkenstone,2004,8,363373,0,0,1,0,0,0,0,0,0
Good Question,Lee Ritenour,1981,12,223440,0,1,1,1,0,0,0,0,0
Always,RyanDan,2007,2,234613,0,0,1,0,0,0,0,0,0
Hur hur murmioon,Frederik,1974,1,179373,0,0,1,0,0,0,0,0,0
Down In the Hole,James Taylor,1991,16,315160,0,1,1,0,0,0,0,0,0
Find us Faithful,Bill Murk,2005,0,298956,0,0,0,0,0,0,0,0,0
Are You Putting Me on the Shelf,Don & Juan,2009,0,135253,0,0,0,0,0,0,1,0,0
Hunter And The Hunted,Simple Minds,1982,35,354782,0,1,1,0,0,0,0,0,0
Plans - Cover Version - Original by Grizzly Bear,Band of Horses,2007,9,205240,0,1,1,0,0,0,0,1,0
La Llamada - 1993 Version,Selena y los Dinos,1993,56,191986,0,0,1,0,0,0,0,0,0
Per Colpa Tua,Noemi,2009,1,226293,0,0,1,0,0,0,0,0,0
Goin' Upstairs,Little Freddie King,2008,2,315066,0,0,1,0,0,0,1,0,0
Seek 300,Information Society,1997,9,288640,0,0,1,0,0,0,0,0,0
Blues 666,Fuzz,2007,0,238373,0,0,0,0,0,0,0,0,0
The Song (From Moulin Rouge) - Restored 2024,Percy Faith & His Orchestra,2024,27,230795,0,0,1,0,0,0,0,0,0
Fast-Track,Radiohead,2001,30,197640,0,1,1,0,0,0,0,1,0
Everything Has Changed,Patric C,1997,0,286440,0,0,0,0,0,0,0,0,0
Wanna Hurt Mase?,Mase,1997,25,263173,1,0,1,0,0,0,0,0,0
Ring The Alarm,Beyoncé,2006,38,203200,0,0,1,0,0,0,0,0,0
Show Of Love,Jimmy Riley,2006,0,233720,0,1,0,0,0,0,0,0,0
Thank You Mr. Poobah,The Paul Butterfield Blues Band,1965,23,245933,0,1,1,0,0,0,1,0,0
The Chosen Legacy,Dimmu Borgir,2007,36,256933,0,0,1,0,0,0,0,0,0
Going Home,Catherine Howe,2010,0,204013,0,0,0,0,0,0,0,0,0
Alte Pizza,Der Plan,1989,10,153600,0,0,1,0,1,0,0,0,0
Drifting Away,David Arkenstone,2019,14,480266,0,0,1,0,0,0,0,0,0
Mango Del Monte,Tito Rodriguez,2023,2,176784,0,0,1,1,0,0,0,0,0
"Romeo and Juliet, Op. 64, Act I: The Prince gives his order",Sergei Prokofiev,2018,0,103000,0,0,0,0,0,1,0,0,0
Slab Ridaz (feat. Lucky Luciano & Filero),Ice,2008,0,239946,1,0,0,0,0,0,0,0,0
Tomara (I Wish),Flora Purim,1977,5,242866,0,0,1,1,0,0,0,0,0
Outskirts of Life,GG Allin,1996,20,199746,1,0,1,0,0,0,0,0,0
"The First the Last Eternity (Till the End) (7"" Edit)",SNAP!,2009,45,235706,0,0,1,0,0,0,0,0,0
The Queen's Treatment,Ada Jane,2006,0,288813,0,0,0,0,0,0,0,0,0
Feel Better,California Oranges,2008,0,332640,0,0,0,0,0,0,0,1,0
Breezin' Along with the Breeze,The Merry Macs,1937,16,181026,0,0,1,0,0,0,0,0,0
A Broken Heart,Dallas Holm,2000,6,274640,0,0,1,0,0,0,0,0,0
Compromise,The Berzerker,2002,9,163813,0,0,1,0,0,0,0,0,0
Sanctify Yourself,Simple Minds,1985,44,297906,0,1,1,0,0,0,0,0,0
Future Traffic Song,Ashtrax,2020,0,278573,0,0,0,0,0,0,0,0,0
Den Me Agapas,Anna Vissi,2003,22,296320,0,0,1,0,0,0,0,0,0
"Grønn Dame, Rød Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)",Black Debbath,2007,2,269306,0,1,1,0,0,0,0,0,0
The House Is Rockin',Stevie Ray Vaughan,1989,50,143226,0,1,1,0,0,0,1,0,0
Magic Carpet Ride - Original,Glen Ricks,2006,0,167462,0,1,0,0,0,0,0,0,0
魔鏡,CoCo Lee,2008,13,269533,0,0,1,0,0,0,0,0,0
The Room,Bruce Carroll,1997,0,278360,0,1,0,0,0,0,0,0,0
死心的理由 - 弦樂版,F.I.R.,2005,2,244400,0,0,1,0,0,0,0,0,0
China Doll,Slim Whitman,1993,18,173666,0,0,1,0,0,0,0,0,0
Bruttosozialprodukt,Geier Sturzflug,1993,59,182333,0,1,1,0,0,0,0,0,0
Medley: Bobby Stenhouse; Braes Of Gleniffer; Girl In A Blue Dress,The Glencastle Sound,2005,0,213733,0,0,0,0,0,0,0,0,0
"Turu Wilakuy ""Velatorio Del Toro"" - Huayno",Alturas,2005,0,291290,0,0,0,0,0,0,0,0,0
I'm Running Out Of Love,Dolly Parton,1968,13,125333,0,0,1,0,0,0,0,0,0
Can't Take My Eyes off You,Muse,2002,52,211120,0,1,1,0,0,0,0,0,0
Dancing Drums,Badmarsh & Shri,1998,10,499600,0,0,1,0,0,0,0,0,0
Calm Love,Yzalune,2023,53,177245,0,0,1,0,0,0,0,0,0
Crystal Clear,Brainchoke,2009,0,87373,0,0,0,0,0,0,0,0,0
Frei zu sein,In Extremo,2008,47,215453,0,1,1,0,0,0,0,0,0
Left Behind,The Steeles,2002,0,243080,0,0,0,0,0,0,0,0,0
Finally,The Incurables,2000,0,277761,0,0,0,0,0,0,0,0,0
Entanglement,John Ottman,2005,2,79720,0,0,1,0,0,0,0,0,0
Orchard,Moss,2008,0,261480,0,0,0,0,0,0,0,0,0
"We Got You (Featuring Jaguar) - Live At The Old Hit Factory, 1999",The Roots,1999,8,39133,1,0,1,0,0,0,0,0,0
Alla Fine Di Tutto Questo - Con Skit,Fabri Fibra,2009,19,267386,0,0,1,0,0,0,0,0,0
The Impala Incident,Christopher Titus,2007,8,119680,1,0,1,0,0,0,0,0,0
Sounds Of The City,DJ Nasty,2004,0,207293,0,0,0,0,0,0,0,0,0
Posterchild for Tragedy,Sugarbomb,2001,0,260933,0,0,0,0,0,0,0,0,0
Handel: Alcina: Tornami a vagheggiar,Dame Joan Sutherland,1999,3,264120,0,0,1,0,0,1,0,0,0
Head for Backstage Pass,Jeff Beck,1976,29,164173,0,1,1,1,0,0,1,0,0
History of Jody,Guitar Shorty,2012,0,817480,0,0,0,0,0,0,1,0,0
Santa Claus Is Coming to Town,Skeeter Davis,2023,6,149582,0,0,1,0,0,0,0,0,0
Come All Over Me - Original Version,Groove Karma,2009,0,243715,0,0,0,0,0,0,0,0,0
Matter Of Fact,Love Jones,1993,0,384133,0,0,0,0,0,0,0,0,0
Let's Plan A Robbery,Three 6 Mafia,2005,26,186373,1,0,1,0,0,0,0,0,0
Juneau - Live,Funeral For A Friend,2015,7,227466,0,0,1,0,0,0,0,0,0
Wildflowers,Tom Petty,1994,63,190320,0,1,1,0,0,0,0,0,0
He's a Rebel,The Crystals,2011,42,150893,0,1,1,0,0,0,0,0,0
Mambo Italiano,Tony Murena,2023,0,155133,0,0,0,1,0,0,0,0,0
These Days,Take It Back!,2008,1,205160,0,0,1,0,0,0,0,0,0
I.Y.A.,Chris Brown,2009,28,188893,0,0,1,0,0,0,0,0,0
Da Funk,Daft Punk,1997,62,328680,0,1,1,0,0,0,0,0,0
Spain,Neviss,2003,0,169691,0,1,0,0,0,0,0,0,0
What If I Kissed You Right Now?,Joi,2001,9,286560,0,0,1,0,0,0,0,0,0
Nature's Disappearing,John Mayall,1970,12,356640,0,1,1,0,0,0,1,0,0
When I Grow Up,Fever Ray,2009,40,269640,0,0,1,0,1,0,0,0,0
I Love You Baby,Thrilla U,2012,0,226986,0,0,0,0,0,0,0,0,0
The Locomotion,Little Eva,1962,60,139120,0,1,1,0,0,0,0,0,0
Silent Night,Philip Bailey,1998,11,210506,0,1,1,0,0,0,0,0,0
Release Me - Re-Recorded In Stereo,Don Gibson,1991,9,179066,0,0,1,0,0,0,0,0,0
"Raise Your Hand - Live at Jahrhunderthalle, Frankfurt, Germany",Janis Joplin,2016,28,224386,0,1,1,0,0,0,0,0,0
Lost In The Future,Sneaky Sound System,2008,13,225600,0,0,1,0,0,0,0,0,0
"Transmission - The Factory, Manchester Live 11 April 1980",Joy Division,1979,24,229693,0,1,1,0,0,0,0,1,0
I'm Wondering,Mikey General,2019,0,220680,0,0,0,0,0,0,0,0,0
Starlight,Snowgoons,2008,31,232746,0,0,1,0,0,0,0,0,0
Jaan - Interlude,Rishi Rich,2006,1,45400,0,0,1,0,0,0,0,1,0
Onni,Irwin Goodman,1978,2,231466,0,1,1,0,0,0,0,0,0
1000 Good Intentions,Rise Against,2005,26,187666,0,1,1,0,0,0,0,0,0
All The Things You Are,Eliane Elias,1995,2,201400,0,0,1,1,0,0,0,0,0
White Light,Gorillaz,2005,50,133066,0,1,1,0,0,0,0,0,0
Zanzibar,Lizzy Borden,2000,3,386933,0,0,1,0,0,0,0,0,0
I Surrender All,Clay Crosse,1994,28,284626,0,1,1,0,0,0,0,0,0
Noites Cariocas (Minhas Noites Sem Sono),Gal Costa,1979,31,190666,0,0,1,0,0,0,0,0,0
Nie Mehr Heim,Kapelle Herrenweide,2009,0,270640,0,0,0,0,0,0,0,1,0
People Make the World,The Box Tops,1967,14,148600,0,1,1,0,0,0,0,0,0
"I Loves You, Porgy",Percy Faith & His Orchestra,2012,0,161666,0,0,0,0,0,0,0,0,0
House Of Love,Steel Pulse,2009,3,261906,0,0,1,0,0,0,0,0,0
DANCEHALL MAN,THRILLER U,1994,0,236800,0,0,0,0,0,0,0,0,0
Better Be Good,The Real Kids,1977,13,252266,0,1,1,0,0,0,0,0,0
Todo A Mi Favor,Juan Carlos Baglietto,1990,5,217586,0,1,1,0,0,0,0,0,0
Country Preacher,Jimmy Johnson,1999,2,287333,0,0,1,0,0,0,1,0,0
Boyfriends,Vickie Winans,2003,0,108533,0,0,0,0,0,0,0,0,0
Come See Me Tonight (Come to Me Tonight) - Live,Daniel Johnston,1992,3,160379,0,1,1,0,0,0,0,0,0
Chant For Eschaton 2000,Behemoth,1999,19,321480,0,0,1,0,0,0,0,0,0
Caught In The Rain,Martin Sexton,1996,10,279973,0,0,1,0,0,0,0,0,0
Plastic Dreams - Radio Edit,Jaydee,2011,49,205050,0,0,1,0,0,0,0,0,0
Tú,Shakira,1998,65,214133,0,0,1,0,0,0,0,0,0
Treat Me Right - Jon Cutler Club Mix,Kim English,2002,17,443706,0,0,1,0,0,0,0,0,0
Taste You,Melissa Auf der Maur,2004,26,279133,0,1,1,0,0,0,0,0,0
Deliverance,SICK PUPPIES,2007,22,192386,0,0,1,0,0,0,0,0,0
My Heart Is Booked,Pinchers,1991,6,225960,0,1,1,0,0,0,0,0,0
Me Dicen El Feliz,Orquesta Sublime,2010,0,222741,0,0,0,0,0,0,0,0,0
ABCD Medley,The Laurie Berkner Band,1997,45,185333,0,1,1,0,0,0,0,1,0
Skank and Dub,Junior Reid,1998,3,220426,0,1,1,0,0,0,0,0,0
Another Love Song,Warrior King,2005,24,204386,0,1,1,0,0,0,0,0,0
Plus Chère La Vie,Les Malpolis,2009,2,299920,0,0,1,0,0,0,0,0,0
Un Espacio Para Andar - 2002 - Remaster;,Aleks Syntek,2002,7,275160,0,0,1,0,0,0,0,0,0
Cabiria,Hot Club Of Cowtown,2009,1,206866,0,0,1,0,0,0,0,0,0
It Won't Be Long Now (Take 1),Frank Stokes,2000,2,183171,0,0,1,0,0,0,1,0,0
Aziatic (Outro),AZ,2002,6,57893,1,0,1,0,0,0,0,0,0
Yo Odeconer,Kékélé,1998,9,307733,0,0,1,0,0,0,0,0,0
Inoculated City - Remastered,The Clash,1982,34,162000,0,1,1,0,0,0,0,0,0
Kassoule,Tabu Ley Rochereau,2015,2,175200,0,0,1,0,0,0,0,0,0
Colour My Xtc,Jeff Scott Soto,2021,4,277180,0,1,1,0,0,1,0,0,0
Voici les clés,Gérard Lenorman,1976,45,225933,0,0,1,0,0,0,0,0,0
Show Fifteen with Bernard Sampson & Robert Sewell,Groucho Marx,2008,0,321200,0,0,0,0,0,0,0,0,0
Make This Love Last,Wendy Moten,1992,9,230333,0,0,1,0,0,0,0,0,0
The Other Side,Super700,2009,0,48120,0,0,0,0,0,0,0,1,0
"Enclosed, One Broken Heart",Eddy Arnold,2011,0,158533,0,0,1,0,0,0,0,0,0
"The Grand Vizier's Garden Party, Pt. 3 (Exit)",Pink Floyd,1969,28,39780,0,1,1,0,0,0,0,0,0
Turn Me On,Johnny Osbourne,1997,3,211800,0,1,1,0,0,0,0,0,0
Honor The Lord - He Holds The Keys Album Version,Steve Green,1985,4,149293,0,0,1,0,0,0,0,0,0
Dicen Por Ahi,Enrique Iglesias,1998,27,228026,0,0,1,0,0,0,0,0,0
Babylon,Judas Iscariot,1995,12,393840,0,0,1,0,0,0,0,0,0
Le complexe de Sisyphe,Melatonin,2010,0,233280,0,0,0,0,0,0,0,0,0
Jalousie,André Verchuren,2015,2,133640,0,0,1,0,0,0,0,0,0
We Will Stand,Russ Taff,1983,25,278626,0,1,1,0,0,0,0,0,0
Indian Queen - Demo,Electric Light Orchestra,1972,5,57400,0,1,1,0,0,0,0,0,0
Easy or Not,To My Surprise,2003,1,175240,0,0,1,0,0,0,0,1,0
"Jenny, Jenny - Remastered",The Shirrows,1964,0,106040,0,0,0,0,0,0,0,0,0
How Old Are You?,Loudon Wainwright III,1985,1,128666,0,0,1,0,0,0,0,0,0
Con La Tinta De Mi Sangre,Mazz,1996,17,184133,0,0,1,0,0,0,0,0,0
